7.54E-05	0	1.96E-06	0.000122474	0.000276277	0.00032527	0.000377681	0.000444025	0.000537549	0.000667915	0.000884025	0.001113903	0.001550972	0.002193355	0.003060919	0.004220457	0.005910079	0.008091797	0.010930101	0.014042115	0.018113312	0.022692503	0.028314453	0.034625866	0.043060621	0.051592362	0.061194118	0.06750829	0.073170593	0.072916025	0.07083148	0.065924991	0.060180064	0.053404088	0.046820985	0.04086167	0.034998027	0.029518564	0.024496241	0.019466762	0.014777455	0.008666923	0.002038376	0	0	0
7.63E-05	1.91E-07	4.05E-06	0.000124948	0.000291488	0.000345292	0.000407282	0.000482729	0.000595551	0.000737636	0.000960222	0.001213826	0.001669233	0.002363499	0.003247374	0.004453304	0.006180711	0.008247557	0.011090353	0.014266729	0.018124014	0.022676952	0.028306237	0.034343309	0.043040124	0.051147193	0.061038434	0.067338017	0.073195706	0.072972943	0.071024019	0.066261281	0.060410214	0.053585336	0.047097036	0.041154017	0.035126629	0.029605795	0.024411435	0.019231097	0.014296683	0.007980825	0.000874397	0	0	0
7.66E-05	7.06E-07	3.19E-06	0.00012269	0.000284844	0.000341307	0.000396447	0.000479126	0.000576307	0.000711824	0.000930306	0.001139596	0.00165219	0.002227548	0.003103584	0.004353086	0.006033162	0.008070523	0.010758566	0.014069041	0.018111836	0.02264814	0.028162319	0.034641845	0.042630832	0.051491248	0.060782993	0.067402502	0.072856615	0.072616362	0.070632267	0.066340129	0.060304267	0.053453543	0.046781865	0.040721651	0.034817812	0.029268195	0.024605224	0.019702151	0.01492732	0.009070091	0.002700118	0	0	0
7.78E-05	1.43E-06	4.15E-06	0.000124912	0.000294934	0.000353893	0.000414622	0.000502789	0.00060783	0.000749817	0.00097921	0.001189129	0.001725132	0.002314323	0.003256379	0.004458873	0.006197069	0.008248257	0.01088353	0.014180343	0.018293822	0.02275372	0.028171942	0.034695621	0.042768695	0.05153194	0.060927847	0.067274527	0.072737537	0.072368596	0.070355008	0.06598595	0.060079534	0.053144595	0.046659095	0.04055342	0.034692664	0.029157472	0.024534925	0.019736636	0.0150168	0.009064367	0.002930854	0	0	0
7.65E-05	6.73E-07	4.45E-06	0.000124483	0.000297432	0.000358746	0.000419878	0.000516853	0.000619463	0.00076451	0.000965871	0.001179395	0.001766617	0.002395241	0.003330698	0.004540381	0.006144652	0.0082582	0.010735737	0.013959981	0.018023413	0.022634471	0.027820073	0.034419551	0.042240213	0.051202119	0.0606522	0.067168309	0.072900723	0.072419283	0.070506488	0.066251507	0.060294686	0.053403543	0.04692542	0.040836041	0.034869813	0.029361481	0.024687133	0.019827212	0.015054175	0.009100952	0.002941422	0	0	0
7.39E-05	0	2.02E-06	0.000119534	0.000277453	0.000329976	0.000385794	0.000451915	0.000545482	0.000666653	0.000900511	0.001109042	0.001552518	0.002079337	0.002935448	0.004102624	0.005842454	0.007797771	0.010460276	0.013679877	0.017663543	0.022269747	0.027894539	0.034231729	0.04227365	0.050963154	0.060098404	0.067066378	0.072305186	0.072624451	0.070175807	0.066074304	0.060169081	0.053279822	0.046642647	0.040568496	0.03474091	0.029394627	0.024972632	0.02029305	0.016083836	0.010620602	0.00527313	0.001007708	0	0
7.58E-05	0	3.65E-06	0.000123394	0.000288954	0.000351686	0.000413353	0.00048409	0.000589854	0.000726371	0.000965126	0.001180027	0.001639907	0.002230193	0.003107555	0.004295323	0.006040871	0.008067466	0.010762137	0.013901911	0.018070023	0.022704695	0.028145776	0.034428492	0.042642105	0.051446566	0.060448181	0.067476633	0.072423329	0.073014526	0.070545729	0.06645498	0.060469042	0.053556326	0.046688387	0.040544312	0.034666346	0.029335764	0.024716842	0.019804645	0.015150977	0.009149993	0.002868665	0	0	0
7.64E-05	5.18E-07	5.45E-06	0.000125214	0.000292816	0.00036263	0.000429935	0.000508035	0.000626811	0.000757767	0.00102005	0.001254548	0.001696777	0.002387239	0.003270766	0.004505161	0.006180696	0.008192333	0.01095047	0.013980929	0.018043543	0.022678148	0.027992425	0.03437616	0.042463175	0.050967939	0.059984314	0.066584203	0.071754902	0.072303591	0.069969556	0.065885605	0.059731137	0.053025357	0.046210986	0.040262507	0.034450755	0.029144516	0.024843117	0.020175985	0.01600763	0.01051412	0.005034266	0.000971554	0	0
8.05E-05	1.07E-05	6.56E-06	0.000116638	0.000267613	0.000324131	0.000381441	0.000436766	0.000533054	0.000651819	0.000878576	0.001096007	0.001509789	0.002044066	0.002783771	0.004121335	0.005413986	0.007627017	0.010298239	0.013556572	0.017069031	0.021241895	0.027325235	0.033834451	0.041119943	0.04946145	0.058740421	0.064651265	0.07015542	0.069843805	0.067662233	0.063660589	0.057910716	0.05128763	0.045082901	0.039200782	0.033691066	0.028650003	0.024987946	0.021196664	0.018135649	0.013507067	0.011165115	0.00798112	0.006243563	0.00405543
8.36E-05	1.39E-05	8.95E-06	0.000120693	0.000283392	0.000345194	0.000407533	0.000469548	0.000579946	0.000711705	0.000933267	0.001132584	0.001622284	0.002144362	0.002793608	0.004152736	0.005439491	0.007719602	0.010403062	0.01381884	0.017555457	0.021246806	0.02776885	0.034701603	0.042099313	0.050231332	0.060029564	0.066057352	0.071473591	0.071082673	0.069143469	0.064897218	0.059003597	0.052197976	0.045803066	0.039890931	0.034142174	0.028835867	0.025026547	0.020976687	0.017470579	0.012128861	0.008813211	0.004974772	0.001264187	0
